Date,UserID,CourseID,Event
2021-01-10 17:45:30,7881,2282,view_course
2021-01-10 17:45:46,7881,2282,rundown
2021-01-10 17:46:07,6747,3848,institution
2021-01-10 17:49:03,859,3423,view_course
2021-01-10 17:52:58,7917,3976,view_course
2021-01-10 17:53:33,7917,3976,institution
2021-01-10 17:57:30,4593,2329,view_course
2021-01-10 17:57:58,3543,486,view_course
2021-01-10 17:59:44,4593,2329,detailed_description
2021-01-10 18:00:08,309,1407,view_course
2021-01-10 18:02:29,309,1407,rundown
2021-01-10 18:04:28,5928,1444,view_course
2021-01-10 18:05:07,5928,1444,rundown
2021-01-10 18:05:49,7820,3531,view_course
2021-01-10 18:10:53,3341,3547,view_course
2021-01-10 18:11:33,652,3925,view_course
2021-01-10 18:12:09,6867,2277,view_course
2021-01-10 18:12:58,6867,2277,rundown
2021-01-10 18:13:06,4077,3572,view_course
2021-01-10 18:13:08,2350,2039,view_course
2021-01-10 18:15:33,4077,3572,institution
2021-01-10 18:19:12,7690,257,view_course
2021-01-10 18:21:52,6472,2482,view_course
2021-01-10 18:23:16,1763,3798,view_course
2021-01-10 18:24:17,6472,2482,rundown
2021-01-10 18:26:15,6472,2482,teacher_profile
2021-01-10 18:31:20,4076,2784,view_course
2021-01-10 18:31:29,4294,532,view_course
2021-01-10 18:33:16,1470,1106,view_course
2021-01-10 18:34:03,4294,532,rundown
2021-01-10 18:34:09,4076,2784,detailed_description
2021-01-10 18:34:56,4076,2784,rundown
2021-01-10 18:35:21,1470,1106,rundown
2021-01-10 18:36:17,6656,2600,view_course
2021-01-10 18:36:37,4368,2270,view_course
2021-01-10 18:36:46,5542,811,view_course
2021-01-10 18:36:52,5542,811,institution
2021-01-10 18:37:29,7672,2364,view_course
2021-01-10 18:38:13,6656,2600,detailed_description
2021-01-10 18:38:40,7672,2364,teacher_profile
2021-01-10 18:39:04,4368,2270,detailed_description
2021-01-10 18:42:16,807,2557,view_course
2021-01-10 18:42:47,807,2557,detailed_description
2021-01-10 18:42:58,7726,3675,view_course
2021-01-10 18:49:33,5230,799,view_course
2021-01-10 18:50:37,5230,799,rundown
2021-01-10 18:57:26,637,2471,view_course
2021-01-10 18:59:19,2863,1498,view_course
2021-01-10 18:59:28,2699,3519,view_course
2021-01-10 18:59:58,2863,1498,detailed_description
2021-01-10 19:00:18,637,2471,detailed_description
2021-01-10 19:01:39,6932,604,view_course
2021-01-10 19:02:20,6603,1955,view_course
2021-01-10 19:03:06,637,2471,teacher_profile
2021-01-10 19:07:58,1624,482,view_course
2021-01-10 19:08:22,1624,482,teacher_profile
2021-01-10 19:10:18,3422,2512,view_course
2021-01-10 19:11:04,6775,2560,view_course
2021-01-10 19:12:13,1887,245,view_course
2021-01-10 19:12:53,6775,2560,institution
2021-01-10 19:13:15,3516,2418,view_course
2021-01-10 19:14:35,3516,2418,teacher_profile
2021-01-10 19:15:09,2973,3844,view_course
2021-01-10 19:15:47,2431,437,view_course
2021-01-10 19:15:58,2431,437,rundown
2021-01-10 19:17:06,2431,437,institution
2021-01-10 19:18:22,5096,3744,view_course
2021-01-10 19:18:36,5096,3744,rundown
2021-01-10 19:20:58,5096,3744,institution
2021-01-10 19:21:44,7924,2642,view_course
2021-01-10 19:24:21,4410,484,view_course
2021-01-10 19:24:49,4410,484,detailed_description
2021-01-10 19:26:23,2503,1922,view_course
2021-01-10 19:28:19,2503,1922,rundown
2021-01-10 19:30:47,1011,882,view_course
2021-01-10 19:32:11,4767,2901,view_course
2021-01-10 19:32:23,4767,2901,detailed_description
2021-01-10 19:36:17,339,2548,view_course
2021-01-10 19:36:46,7368,167,view_course
2021-01-10 19:37:11,339,2548,institution
2021-01-10 19:37:13,3572,2650,view_course
2021-01-10 19:38:58,7368,167,teacher_profile
2021-01-10 19:39:07,7368,167,institution
2021-01-10 19:39:12,3572,2650,detailed_description
2021-01-10 19:39:54,2818,976,view_course
2021-01-10 19:40:22,3572,2650,teacher_profile
2021-01-10 19:41:44,2818,976,detailed_description
2021-01-10 19:44:26,2818,976,rundown
2021-01-10 19:45:02,2111,27,view_course
2021-01-10 19:45:09,925,3012,view_course
2021-01-10 19:45:35,2341,1970,view_course
2021-01-10 19:46:02,2111,27,institution
2021-01-10 19:46:11,925,3012,detailed_description
2021-01-10 19:49:09,925,3012,teacher_profile
2021-01-10 19:50:40,327,2562,view_course
2021-01-10 19:51:16,327,2562,rundown
2021-01-10 19:51:54,6155,3547,view_course
2021-01-10 19:53:01,5353,2716,view_course
2021-01-10 19:53:27,3065,2292,view_course
2021-01-10 19:53:58,6155,3547,rundown
2021-01-10 19:54:47,6155,3547,institution
2021-01-10 19:55:45,5353,2716,teacher_profile
2021-01-10 19:56:04,3065,2292,teacher_profile
2021-01-10 19:59:10,5156,208,view_course
2021-01-10 19:59:21,4068,661,view_course
2021-01-10 20:01:13,5156,208,teacher_profile
2021-01-10 20:01:46,4068,661,detailed_description
2021-01-10 20:04:58,2451,1847,view_course
2021-01-10 20:05:17,5294,1446,view_course
2021-01-10 20:07:10,6985,766,view_course
2021-01-10 20:07:54,3027,689,view_course
2021-01-10 20:07:57,2451,1847,rundown
2021-01-10 20:08:05,3027,689,rundown
2021-01-10 20:08:15,5294,1446,rundown
2021-01-10 20:13:01,7880,2807,view_course
2021-01-10 20:14:21,7880,2807,institution
2021-01-10 20:19:27,1856,2895,view_course
2021-01-10 20:20:41,5936,935,view_course
2021-01-10 20:21:46,1612,2886,view_course
2021-01-10 20:23:30,1612,2886,teacher_profile
2021-01-10 20:24:38,3228,611,view_course
2021-01-10 20:27:11,3228,611,detailed_description
2021-01-10 20:31:10,91,2175,view_course
2021-01-10 20:33:21,7688,179,view_course
2021-01-10 20:33:58,7688,179,detailed_description
2021-01-10 20:34:48,7688,179,teacher_profile
2021-01-10 20:39:32,5902,2834,view_course
2021-01-10 20:40:02,1119,2887,view_course
2021-01-10 20:40:03,5902,2834,rundown
2021-01-10 20:41:29,5902,2834,teacher_profile
2021-01-10 20:41:53,1781,1312,view_course
2021-01-10 20:42:47,1119,2887,detailed_description
2021-01-10 20:43:39,1119,2887,rundown
2021-01-10 20:43:57,1781,1312,rundown
2021-01-10 20:44:43,418,2722,view_course
2021-01-10 20:46:05,1781,1312,teacher_profile
2021-01-10 20:46:43,5697,616,view_course
2021-01-10 20:47:18,5697,616,rundown
2021-01-10 20:54:33,6373,3450,view_course
2021-01-10 20:55:43,6323,3738,view_course
2021-01-10 20:56:05,6063,3065,view_course
2021-01-10 20:56:31,6323,3738,institution
2021-01-10 20:57:05,6063,3065,institution
2021-01-10 20:58:12,1886,2878,view_course
2021-01-10 21:02:04,5510,3667,view_course
2021-01-10 21:04:55,5510,3667,detailed_description
2021-01-10 21:07:34,5510,3667,institution
2021-01-10 21:09:17,7865,858,view_course
2021-01-10 21:10:28,4158,1440,view_course
2021-01-10 21:10:34,7873,1568,view_course
2021-01-10 21:11:55,4851,2610,view_course
2021-01-10 21:12:10,7865,858,rundown
2021-01-10 21:12:27,4158,1440,detailed_description
2021-01-10 21:13:32,4851,2610,detailed_description
2021-01-10 21:14:21,7865,858,institution
2021-01-10 21:14:56,4851,2610,teacher_profile
2021-01-10 21:19:14,924,1639,view_course
2021-01-10 21:21:39,2880,671,view_course
2021-01-10 21:22:04,924,1639,detailed_description
2021-01-10 21:22:15,2880,671,rundown
2021-01-10 21:22:36,5680,1938,view_course
2021-01-10 21:23:19,924,1639,rundown
2021-01-10 21:23:36,5680,1938,detailed_description
2021-01-10 21:24:08,924,1639,teacher_profile
2021-01-10 21:24:09,7635,1719,view_course
2021-01-10 21:24:39,7635,1719,detailed_description
2021-01-10 21:24:57,5680,1938,institution
2021-01-10 21:26:00,7635,1719,rundown
2021-01-10 21:30:44,3193,2504,view_course
2021-01-10 21:31:15,2035,1658,view_course
2021-01-10 21:31:18,3193,2504,institution
2021-01-10 21:37:49,4891,2368,view_course
2021-01-10 21:38:04,6251,3060,view_course
2021-01-10 21:38:49,6251,3060,teacher_profile
2021-01-10 21:39:01,1655,1737,view_course
2021-01-10 21:39:08,6068,2629,view_course
2021-01-10 21:41:32,6229,2754,view_course
2021-01-10 21:41:37,1655,1737,detailed_description
2021-01-10 21:42:48,4211,1974,view_course
2021-01-10 21:42:56,4211,1974,rundown
2021-01-10 21:44:26,4211,1974,teacher_profile
2021-01-10 21:47:17,4211,1974,institution
2021-01-10 21:48:08,4181,1661,view_course
2021-01-10 21:50:33,4181,1661,detailed_description
2021-01-10 21:50:33,2183,1953,view_course
2021-01-10 21:51:40,4457,2737,view_course
2021-01-10 21:53:05,4457,2737,rundown
2021-01-10 21:54:06,1695,2736,view_course
2021-01-10 21:55:41,1489,1724,view_course
2021-01-10 21:56:33,1489,1724,rundown
2021-01-10 21:56:35,1695,2736,teacher_profile
2021-01-10 21:56:58,7529,1300,view_course
2021-01-10 21:58:11,2913,2291,view_course
2021-01-10 22:05:13,6356,1941,view_course
2021-01-10 22:06:06,6356,1941,rundown
2021-01-10 22:09:49,4863,2000,view_course
2021-01-10 22:16:41,1876,760,view_course
2021-01-10 22:18:02,1876,760,detailed_description
2021-01-10 22:20:00,1654,3576,view_course
2021-01-10 22:25:33,7137,97,view_course
2021-01-10 22:25:47,7137,97,detailed_description
2021-01-10 22:27:33,7261,851,view_course
2021-01-10 22:27:42,7364,2728,view_course
2021-01-10 22:27:49,7364,2728,detailed_description
2021-01-10 22:27:54,7364,2728,rundown
2021-01-10 22:29:57,7261,851,rundown
2021-01-10 22:35:24,5897,3653,view_course
2021-01-10 22:36:28,5897,3653,institution
2021-01-10 22:37:23,5896,467,view_course
2021-01-10 22:37:31,5153,53,view_course
2021-01-10 22:39:35,5896,467,detailed_description
2021-01-10 22:41:34,3097,991,view_course
2021-01-10 22:42:04,3030,1633,view_course
2021-01-10 22:43:10,3097,991,rundown
2021-01-10 22:43:19,1975,1619,view_course
2021-01-10 22:44:41,2253,3075,view_course
2021-01-10 22:50:02,3644,2871,view_course
2021-01-10 22:52:48,7898,1646,view_course
2021-01-10 22:53:15,7898,1646,teacher_profile
2021-01-10 22:54:49,7898,1646,institution
2021-01-10 23:00:51,2390,2443,view_course
2021-01-10 23:01:13,2390,2443,institution
2021-01-10 23:01:49,5694,981,view_course
2021-01-10 23:03:02,5694,981,institution
2021-01-10 23:08:24,1369,1578,view_course
2021-01-10 23:09:05,4752,29,view_course
2021-01-10 23:11:03,1369,1578,detailed_description
2021-01-10 23:13:36,4247,1319,view_course
2021-01-10 23:14:01,5311,2446,view_course
2021-01-10 23:16:13,1368,2817,view_course
2021-01-10 23:16:53,5311,2446,rundown
2021-01-10 23:18:44,369,3208,view_course
2021-01-10 23:18:46,6935,2612,view_course
2021-01-10 23:18:54,5382,8,view_course
2021-01-10 23:20:33,7114,729,view_course
2021-01-10 23:20:36,2366,1941,view_course
2021-01-10 23:20:53,6935,2612,rundown
2021-01-10 23:21:00,1923,1658,view_course
2021-01-10 23:21:20,7711,2076,view_course
2021-01-10 23:21:29,5382,8,rundown
2021-01-10 23:21:44,7520,152,view_course
2021-01-10 23:22:13,5581,2580,view_course
2021-01-10 23:22:38,1923,1658,detailed_description
2021-01-10 23:23:01,5753,2066,view_course
2021-01-10 23:23:18,7711,2076,detailed_description
2021-01-10 23:24:04,7520,152,rundown
2021-01-10 23:24:40,6825,1150,view_course
2021-01-10 23:24:45,6825,1150,rundown
2021-01-10 23:25:54,7711,2076,teacher_profile
2021-01-10 23:28:02,6889,1461,view_course
2021-01-10 23:28:29,6889,1461,rundown
2021-01-10 23:30:20,6723,1532,view_course
2021-01-10 23:30:27,6723,1532,institution
2021-01-10 23:32:33,4657,463,view_course
2021-01-10 23:33:21,4657,463,rundown
2021-01-10 23:34:04,611,129,view_course
2021-01-10 23:35:48,4657,463,institution
2021-01-10 23:35:56,2230,158,view_course
2021-01-10 23:36:32,2694,2415,view_course
2021-01-10 23:38:08,2694,2415,teacher_profile
2021-01-10 23:38:19,5409,1970,view_course
2021-01-10 23:38:46,2230,158,rundown
2021-01-10 23:40:49,2230,158,institution
2021-01-10 23:46:28,5271,2377,view_course
2021-01-10 23:48:46,5271,2377,rundown
2021-01-10 23:49:30,5271,2377,teacher_profile
2021-01-10 23:51:03,151,2053,view_course
2021-01-10 23:52:00,694,718,view_course
2021-01-10 23:53:04,694,718,detailed_description
2021-01-10 23:59:07,2734,2387,view_course
2021-01-11 00:01:30,5340,1208,view_course
2021-01-11 00:01:37,1090,1560,view_course
2021-01-11 00:01:53,24,1118,view_course
2021-01-11 00:02:12,5340,1208,teacher_profile
2021-01-11 00:02:19,1407,3728,view_course
2021-01-11 00:02:38,1407,3728,rundown
2021-01-11 00:03:27,24,1118,teacher_profile
2021-01-11 00:04:45,1407,3728,teacher_profile
2021-01-11 00:06:07,7864,1970,view_course
2021-01-11 00:07:56,7864,1970,detailed_description
2021-01-11 00:09:16,7864,1970,rundown
2021-01-11 00:14:43,7321,1643,view_course
2021-01-11 00:14:58,7321,1643,teacher_profile
2021-01-11 00:23:40,4038,1689,view_course
2021-01-11 00:24:13,643,51,view_course
2021-01-11 00:24:57,643,51,rundown
2021-01-11 00:25:18,643,51,teacher_profile
2021-01-11 00:32:33,3214,2524,view_course
2021-01-11 00:33:29,3214,2524,detailed_description
2021-01-11 00:34:10,4190,602,view_course
2021-01-11 00:35:23,4190,602,rundown
2021-01-11 00:35:44,1776,3764,view_course
2021-01-11 00:37:02,3149,483,view_course
2021-01-11 00:38:06,4190,602,institution
2021-01-11 00:41:39,6973,2142,view_course
2021-01-11 00:42:24,7291,3981,view_course
2021-01-11 00:42:41,946,435,view_course
2021-01-11 00:42:45,2488,1914,view_course
2021-01-11 00:42:54,7291,3981,detailed_description
2021-01-11 00:43:06,7291,3981,teacher_profile
2021-01-11 00:44:16,6088,151,view_course
